"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag","city"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-07",2024,11,7,NA,17.2,"",7.1,"",12.2,"",5.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",68,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-08",2024,11,8,NA,18.2,"",4.5,"",11.3,"",6.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",42,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-09",2024,11,9,NA,12.5,"",-0.6,"",5.9,"",12.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",60,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-10",2024,11,10,NA,4.8,"",-2.1,"",1.3,"",16.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,18,"",43,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-11",2024,11,11,NA,13.5,"",-2.9,"",5.3,"",12.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",43,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-12",2024,11,12,NA,10.3,"",-1.3,"",4.5,"",13.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,25,"",45,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-13",2024,11,13,NA,8.9,"",-5.6,"",1.7,"",16.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,29,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-14",2024,11,14,NA,8.2,"",-4.5,"",1.8,"",16.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",43,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-15",2024,11,15,NA,0.9,"",-6.8,"",-3,"",21,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-16",2024,11,16,NA,6.7,"",-6.8,"",-0.1,"",18.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,25,"",37,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-17",2024,11,17,NA,10.7,"",-2.2,"",4.3,"",13.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,26,"",59,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-18",2024,11,18,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-19",2024,11,19,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-20",2024,11,20,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-21",2024,11,21,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-22",2024,11,22,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-23",2024,11,23,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-24",2024,11,24,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-25",2024,11,25,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-26",2024,11,26,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-27",2024,11,27,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-28",2024,11,28,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-29",2024,11,29,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-30",2024,11,30,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-01",2024,12,1,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-02",2024,12,2,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-03",2024,12,3,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-04",2024,12,4,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-05",2024,12,5,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-06",2024,12,6,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-07",2024,12,7,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-08",2024,12,8,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-09",2024,12,9,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-10",2024,12,10,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-11",2024,12,11,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-12",2024,12,12,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-13",2024,12,13,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-14",2024,12,14,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-15",2024,12,15,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-16",2024,12,16,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-17",2024,12,17,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-18",2024,12,18,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-19",2024,12,19,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-20",2024,12,20,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-21",2024,12,21,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-22",2024,12,22,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-23",2024,12,23,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-24",2024,12,24,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-25",2024,12,25,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-26",2024,12,26,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-27",2024,12,27,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-28",2024,12,28,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-29",2024,12,29,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-30",2024,12,30,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-12-31",2024,12,31,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-01",2024,1,1,NA,7.9,"",3.6,"",5.7,"",12.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-02",2024,1,2,NA,8.2,"",5.7,"",6.9,"",11.1,"",0,"",NA,NA,NA,NA,7,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-03",2024,1,3,NA,9.6,"",7,"",8.3,"",9.7,"",0,"",NA,NA,NA,NA,1.3,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-04",2024,1,4,NA,8.5,"",6.5,"",7.5,"",10.5,"",0,"",NA,NA,NA,NA,20.4,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-05",2024,1,5,NA,8,"",6,"",7,"",11,"",0,"",NA,NA,NA,NA,8.5,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-06",2024,1,6,NA,7.4,"",2.5,"",4.9,"",13.1,"",0,"",NA,NA,NA,NA,10.7,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-07",2024,1,7,NA,5.3,"",0.9,"",3.1,"",14.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-08",2024,1,8,NA,4.9,"",2.7,"",3.8,"",14.2,"",0,"",NA,NA,NA,NA,19.1,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-09",2024,1,9,NA,9.1,"",4.8,"",6.9,"",11.1,"",0,"",NA,NA,NA,NA,7.4,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-10",2024,1,10,NA,6.2,"",2.8,"",4.5,"",13.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-11",2024,1,11,NA,5,"",-5.5,"",-0.3,"",18.3,"",0,"",NA,NA,NA,NA,0.5,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-12",2024,1,12,NA,-5.1,"",-10.6,"",-7.9,"",25.9,"",0,"",NA,NA,NA,NA,0.3,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-13",2024,1,13,NA,-2.9,"",-10.4,"",-6.7,"",24.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-14",2024,1,14,NA,-0.4,"",-6.3,"",-3.4,"",21.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-15",2024,1,15,NA,1.7,"",-4,"",-1.2,"",19.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-16",2024,1,16,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,NA,NA,NA,NA,"M",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-17",2024,1,17,NA,2.2,"",-0.2,"",1,"",17,"",0,"",NA,NA,NA,NA,11.7,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-18",2024,1,18,NA,1.3,"",-0.9,"",0.2,"",17.8,"",0,"",NA,NA,NA,NA,16.8,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-19",2024,1,19,NA,2.9,"",0.5,"",1.7,"",16.3,"",0,"",NA,NA,NA,NA,17.9,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-20",2024,1,20,NA,5.5,"",1.8,"",3.7,"",14.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-21",2024,1,21,NA,8.1,"",4.5,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,21.3,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-22",2024,1,22,NA,8.3,"",7,"",7.6,"",10.4,"",0,"",NA,NA,NA,NA,19.7,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-23",2024,1,23,NA,8.3,"",7,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,19,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-24",2024,1,24,NA,8.3,"",6.7,"",7.5,"",10.5,"",0,"",NA,NA,NA,NA,11.2,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-25",2024,1,25,NA,7.9,"",6.8,"",7.3,"",10.7,"",0,"",NA,NA,NA,NA,17.7,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-26",2024,1,26,NA,11,"",7.3,"",9.1,"",8.9,"",0,"",NA,NA,NA,NA,9.6,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-27",2024,1,27,NA,10.9,"",8,"",9.5,"",8.5,"",0,"",NA,NA,NA,NA,51.6,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-28",2024,1,28,NA,12.5,"",8.7,"",10.6,"",7.4,"",0,"",NA,NA,NA,NA,18.3,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-29",2024,1,29,NA,12.8,"",10.1,"",11.4,"",6.6,"",0,"",NA,NA,NA,NA,6.1,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-30",2024,1,30,NA,13.6,"",9.5,"",11.6,"",6.4,"",0,"",NA,NA,NA,NA,0.8,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-01-31",2024,1,31,NA,13.6,"",10,"",11.8,"",6.2,"",0,"",NA,NA,NA,NA,6.1,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-01",2024,2,1,NA,11.9,"",9.2,"",10.6,"",7.4,"",0,"",NA,NA,NA,NA,3.3,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-02",2024,2,2,NA,10.4,"",8.1,"",9.2,"",8.8,"",0,"",NA,NA,NA,NA,1,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-03",2024,2,3,NA,8.7,"",5.1,"",6.9,"",11.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-04",2024,2,4,NA,7.9,"",3.2,"",5.5,"",12.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-05",2024,2,5,NA,7.1,"",2.4,"",4.8,"",13.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-06",2024,2,6,NA,8.1,"",3.6,"",5.8,"",12.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-07",2024,2,7,NA,8.9,"",3.7,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-08",2024,2,8,NA,7.2,"",4.9,"",6.1,"",11.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-09",2024,2,9,NA,8.2,"",1.9,"",5,"",13,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-10",2024,2,10,NA,8.6,"",4.5,"",6.6,"",11.4,"",0,"",NA,NA,NA,NA,0.8,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-11",2024,2,11,NA,7.3,"",5.5,"",6.4,"",11.6,"",0,"",NA,NA,NA,NA,23.4,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-12",2024,2,12,NA,9.3,"",5,"",7.1,"",10.9,"",0,"",NA,NA,NA,NA,12.2,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-13",2024,2,13,NA,9,"",3.6,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-14",2024,2,14,NA,8.2,"",-0.4,"",3.9,"",14.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-15",2024,2,15,NA,8.3,"",2.2,"",5.3,"",12.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-16",2024,2,16,NA,10.9,"",-0.9,"",5,"",13,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-17",2024,2,17,NA,8.5,"",2.5,"",5.5,"",12.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
-123.12,49.3,"VANCOUVER HARBOUR CS",1108446,"2024-02-18",2024,2,18,NA,9.4,"",5.1,"",7.2,"",10.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"M",NA,"M","en_climate_daily_BC_1108446_2024_P1D.csv"
